acctnum,gender,state,zip,zip3,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,reference,art,geog,buyer
41005,M,NJ,7960,79,25,27,28,158,186,2,0,1,1,0,0,0,0,yes
41006,F,NJ,8807,88,25,13,77,129,206,6,1,0,1,0,0,1,3,yes
41007,M,NY,11209,112,19,20,31,56,87,2,1,0,0,0,1,0,0,no
41008,F,NY,14304,143,47,9,97,182,279,8,1,1,2,0,2,0,2,no
41009,M,NJ,7013,70,23,5,126,315,441,11,1,3,2,1,3,0,1,no
41010,F,PA,19067,190,29,8,84,65,149,7,4,1,0,0,1,0,1,no
41011,F,NH,3818,38,7,12,20,168,188,1,0,0,0,1,0,0,0,no
41012,F,NY,10009,100,35,38,17,281,298,1,0,0,0,0,0,0,1,no
41013,F,NY,11791,117,27,16,47,162,209,4,1,1,1,0,1,0,0,no
41014,F,NY,14221,142,31,16,69,98,167,5,0,0,2,0,0,1,2,no
41015,F,NY,11379,113,35,38,18,4,22,1,0,0,1,0,0,0,0,no
41016,F,MD,21030,210,13,19,18,287,305,1,0,1,0,0,0,0,0,no
41017,F,PA,18015,180,19,3,110,58,168,9,2,1,1,2,1,0,2,no
41018,F,MD,20854,208,55,14,142,321,463,12,2,0,3,1,2,2,2,no
41019,F,NY,13053,130,25,27,31,206,237,2,1,0,0,0,0,1,0,no
41020,F,NY,11414,114,11,17,16,251,267,1,1,0,0,0,0,0,0,no
41021,F,NY,11427,114,7,10,19,100,119,1,0,0,0,1,0,0,0,yes
41022,M,NJ,7006,70,47,25,64,49,113,5,0,0,2,1,1,0,1,no
41023,F,MA,2150,21,49,3,105,103,208,9,2,0,2,4,0,1,0,no
41024,M,PA,15052,150,33,19,103,58,161,9,1,2,4,1,0,0,1,no
41025,F,CT,6497,64,25,30,18,109,127,1,0,0,0,0,0,1,0,no
41026,F,NY,10023,100,15,20,20,252,272,1,0,0,1,0,0,0,0,no
41027,F,NJ,8052,80,39,36,31,100,131,2,1,0,0,1,0,0,0,no
41028,F,NY,10801,108,37,6,112,301,413,10,5,1,1,1,0,2,0,no
41029,F,NJ,8110,81,11,16,18,188,206,1,0,0,1,0,0,0,0,no
41030,M,PA,15668,156,39,17,79,50,129,7,2,2,1,1,0,0,1,no
41031,F,NY,11218,112,21,19,29,277,306,2,1,0,0,0,1,0,0,no
41032,M,NY,12525,125,11,15,17,155,172,1,0,0,0,0,1,0,0,no
41033,M,MA,2667,26,15,13,33,112,145,2,0,0,1,0,1,0,0,no
41034,F,NY,10940,109,39,8,151,54,205,12,1,1,1,1,2,2,4,yes
41035,M,MD,20882,208,35,20,113,256,369,10,1,2,3,2,1,1,0,no
41036,F,NY,11210,112,15,17,32,222,254,2,0,0,0,0,1,1,0,no
41037,F,PA,19103,191,35,15,74,179,253,7,1,2,3,0,0,1,0,no
41038,F,NJ,8512,85,9,3,30,111,141,2,1,0,0,1,0,0,0,no
41039,F,NY,10304,103,3,5,18,129,147,1,0,1,0,0,0,0,0,no
41040,M,NJ,7052,70,11,14,15,265,280,1,0,0,1,0,0,0,0,no
41041,M,PA,18929,189,61,19,140,282,422,12,2,0,3,2,3,1,1,no
41042,M,PA,19044,190,11,9,50,276,326,4,1,0,2,0,1,0,0,no
41043,M,MA,2176,21,21,23,19,222,241,1,0,0,0,1,0,0,0,yes
41044,F,MD,20715,207,15,18,19,281,300,1,1,0,0,0,0,0,0,no
41045,F,MD,21060,210,9,14,21,208,229,1,0,0,1,0,0,0,0,no
41046,F,NY,11428,114,11,13,17,160,177,1,1,0,0,0,0,0,0,no
41047,F,NY,10466,104,23,27,16,163,179,1,1,0,0,0,0,0,0,no
41048,M,NY,11364,113,9,13,18,87,105,1,0,0,0,0,0,0,1,no
41049,M,CT,6853,68,5,5,32,260,292,2,0,0,0,1,0,0,1,yes
41050,M,PA,15209,152,29,16,82,119,201,7,1,2,0,0,3,0,1,yes
41051,F,DE,19809,198,11,6,32,112,144,2,1,0,0,0,0,1,0,no
41052,F,NJ,7008,70,11,17,16,299,315,1,0,1,0,0,0,0,0,no
41053,F,NJ,8034,80,81,28,124,240,364,11,4,0,4,0,0,0,3,no
41054,M,NY,11357,113,15,13,34,223,257,2,0,0,0,1,0,0,1,no
41055,F,NJ,8107,81,29,9,74,209,283,6,1,0,3,0,1,1,0,no
41056,M,PA,19104,191,9,15,17,130,147,1,0,0,0,0,0,0,1,no
41057,F,DC,20008,200,5,7,21,61,82,1,1,0,0,0,0,0,0,no
41058,F,CT,6360,63,35,15,116,227,343,10,2,2,0,1,0,3,2,yes
41059,F,NY,11946,119,5,7,26,106,132,2,1,1,0,0,0,0,0,no
41060,F,PA,19073,190,9,8,28,27,55,2,1,0,0,1,0,0,0,no
41061,F,CT,6111,61,11,15,15,2,17,1,0,0,1,0,0,0,0,no
41062,F,NY,11580,115,13,17,18,122,140,1,0,0,1,0,0,0,0,no
41063,F,DE,19968,199,11,14,18,277,295,1,0,0,0,0,0,1,0,no
41064,F,MA,1923,19,31,14,114,95,209,10,1,3,3,0,1,1,1,no
41065,M,NJ,7726,77,39,15,67,29,96,6,2,1,2,0,0,1,0,no
41066,F,NY,10306,103,83,37,101,231,332,9,3,0,2,2,1,1,0,no
41067,F,PA,15025,150,37,17,85,267,352,7,2,0,2,1,0,0,2,no
41068,F,NJ,7730,77,35,30,27,213,240,2,1,0,1,0,0,0,0,no
41069,F,PA,19473,194,11,15,19,111,130,1,0,0,1,0,0,0,0,no
41070,F,MD,20852,208,15,18,20,30,50,1,1,0,0,0,0,0,0,no
41071,M,MA,2139,21,27,13,69,211,280,6,1,1,2,1,0,0,1,no
41072,F,MA,1720,17,21,8,37,203,240,3,1,0,1,0,0,1,0,no
41073,F,NY,10965,109,19,19,28,99,127,2,0,0,1,0,1,0,0,no
41074,F,NY,11704,117,15,17,18,297,315,1,1,0,0,0,0,0,0,no
41075,F,MA,1562,15,3,7,18,21,39,1,0,0,0,0,0,0,1,no
41076,F,NJ,7083,70,35,13,95,50,145,9,4,2,1,1,1,0,0,no
41077,F,MA,2050,20,65,37,141,122,263,12,1,2,3,1,1,1,3,yes
41078,F,NY,11375,113,47,15,136,234,370,12,2,2,3,0,2,1,2,no
41079,F,NY,11106,111,9,15,15,281,296,1,0,0,0,1,0,0,0,no
41080,F,PA,18974,189,49,20,105,153,258,9,1,1,2,2,1,1,1,no
41081,F,NY,10940,109,13,16,18,197,215,1,0,0,0,1,0,0,0,no
41082,M,NY,11725,117,25,13,44,231,275,4,2,1,1,0,0,0,0,no
41083,M,NY,14622,146,33,7,66,78,144,6,2,1,2,1,0,0,0,no
41084,M,NY,11001,110,69,14,109,302,411,10,2,1,6,0,0,1,0,no
41085,M,NY,11976,119,33,39,19,32,51,1,0,0,0,1,0,0,0,no
41086,F,PA,19118,191,5,9,20,143,163,1,0,0,1,0,0,0,0,no
41087,M,MA,1701,17,17,14,32,68,100,2,0,0,0,0,1,0,1,yes
41088,F,NH,3766,37,15,13,28,164,192,2,0,1,1,0,0,0,0,no
41089,M,RI,2860,28,65,15,119,295,414,10,0,2,3,3,0,0,2,no
41090,M,NY,11228,112,25,5,93,195,288,8,0,2,3,0,1,1,1,no
41091,F,MA,1902,19,21,18,30,235,265,2,0,0,1,0,1,0,0,no
41092,F,PA,19026,190,57,17,139,70,209,12,2,3,3,1,1,0,2,no
41093,F,NY,12866,128,55,17,80,288,368,7,3,0,1,2,1,0,0,no
41094,F,NY,10475,104,39,15,100,55,155,9,2,2,1,1,0,3,0,yes
41095,M,PA,19020,190,31,15,44,98,142,4,2,0,1,1,0,0,0,no
41096,M,PA,19512,195,49,19,83,89,172,7,1,0,4,0,0,1,1,no
41097,F,PA,19320,193,11,14,20,107,127,1,1,0,0,0,0,0,0,no
41098,M,NY,11354,113,29,29,30,133,163,2,0,0,0,0,1,0,1,no
41099,F,DE,19971,199,51,18,95,293,388,8,2,0,2,2,1,0,1,no
41100,M,NY,11590,115,11,15,18,299,317,1,1,0,0,0,0,0,0,no
41101,F,NY,11793,117,5,7,20,101,121,1,0,0,1,0,0,0,0,no
41102,F,PA,18326,183,7,10,17,33,50,1,0,0,0,0,0,1,0,no
41103,M,NY,11706,117,15,14,29,125,154,2,0,0,0,1,0,1,0,no
41104,F,MD,21108,211,5,7,16,46,62,1,0,1,0,0,0,0,0,no
41105,F,NY,11946,119,13,16,17,158,175,1,0,0,0,0,0,0,1,no
41106,F,MA,2125,21,15,19,19,155,174,1,1,0,0,0,0,0,0,no
41107,F,NJ,8540,85,21,17,30,9,39,2,0,0,1,0,0,0,1,no
41108,F,NY,11572,115,33,7,84,283,367,7,1,1,0,1,1,1,2,yes
41109,M,CT,6067,60,7,7,29,119,148,2,0,1,0,1,0,0,0,no
41110,F,MD,21056,210,3,6,20,297,317,1,1,0,0,0,0,0,0,no
41111,M,NJ,7470,74,25,14,51,14,65,4,0,0,3,0,0,1,0,no
41112,F,MD,21146,211,15,19,17,107,124,1,0,0,1,0,0,0,0,no
41113,F,NY,11001,110,29,18,39,184,223,3,0,1,1,1,0,0,0,no
41114,F,PA,16350,163,41,14,124,98,222,11,4,0,3,0,2,0,2,no
41115,F,NJ,8534,85,23,23,27,263,290,2,1,0,1,0,0,0,0,no
41116,F,MA,2364,23,29,13,44,65,109,3,0,0,1,0,0,0,2,no
41117,M,NJ,8869,88,27,32,19,43,62,1,0,0,0,0,0,1,0,no
41118,F,NY,11373,113,9,12,17,286,303,1,0,1,0,0,0,0,0,no
41119,F,DE,19808,198,7,11,17,209,226,1,0,0,0,0,0,0,1,no
41120,F,NJ,7981,79,41,18,104,264,368,9,2,0,4,2,0,1,0,no
41121,F,MA,1940,19,21,15,40,169,209,3,2,0,0,0,0,0,1,no
41122,F,NJ,7621,76,47,9,139,55,194,12,2,2,5,0,0,1,2,no
41123,M,PA,19032,190,27,14,47,143,190,4,2,0,0,1,1,0,0,no
41124,M,PA,17055,170,13,7,30,262,292,2,0,0,1,0,0,0,1,no
41125,F,NJ,7869,78,39,7,152,133,285,12,2,0,4,0,1,1,4,no
41126,M,MD,20765,207,15,8,65,70,135,5,0,1,1,1,0,1,1,no
41127,F,NJ,8854,88,55,34,117,101,218,10,4,1,2,0,1,1,1,no
41128,F,NY,10010,100,23,19,33,126,159,2,0,0,0,1,0,0,1,no
41129,F,NJ,7932,79,11,13,18,167,185,1,0,0,0,0,1,0,0,no
41130,M,NJ,7621,76,71,17,127,189,316,11,2,2,2,2,1,0,2,no
41131,F,CT,6040,60,11,13,19,272,291,1,0,0,0,0,0,1,0,no
41132,M,MA,1083,10,45,8,83,211,294,8,2,1,3,1,1,0,0,no
41133,M,NJ,8620,86,45,16,73,32,105,6,2,2,0,0,0,1,1,no
41134,M,MD,20906,209,53,39,81,305,386,7,1,1,2,0,3,0,0,no
41135,F,NY,11768,117,27,18,41,28,69,3,1,0,1,0,0,1,0,no
41136,F,CT,6460,64,15,15,29,181,210,2,0,1,0,1,0,0,0,no
41137,F,MD,20879,208,49,13,81,197,278,7,3,0,1,1,0,1,1,no
41138,F,NY,10308,103,61,12,120,227,347,10,3,0,0,1,3,2,1,yes
41139,F,NJ,7003,70,9,9,36,44,80,3,1,1,0,0,0,1,0,no
41140,M,NJ,8204,82,35,12,61,137,198,5,0,1,4,0,0,0,0,no
41141,F,VT,5775,57,19,15,53,35,88,4,1,0,1,0,1,1,0,no
41142,F,NJ,7936,79,27,9,94,103,197,8,4,1,1,1,1,0,0,no
41143,F,NJ,7735,77,37,9,97,45,142,8,1,2,0,1,2,1,1,no
41144,M,NY,11788,117,75,37,100,45,145,8,2,0,1,0,0,2,3,no
41145,F,MA,1830,18,27,17,48,261,309,4,2,1,0,0,0,0,1,no
41146,F,PA,19070,190,11,12,25,173,198,2,1,0,1,0,0,0,0,no
41147,F,NJ,7450,74,19,15,30,246,276,2,0,1,0,0,1,0,0,no
41148,M,NY,11694,116,21,19,28,268,296,2,1,0,1,0,0,0,0,no
41149,F,MD,20715,207,15,13,33,109,142,2,0,0,1,0,0,1,0,no
41150,F,RI,2871,28,47,8,124,136,260,11,5,1,4,0,0,0,1,no
41151,M,MA,1013,10,13,16,28,231,259,2,1,0,0,1,0,0,0,no
41152,F,NJ,8008,80,31,28,32,243,275,2,0,0,1,0,0,0,1,no
41153,F,PA,17331,173,73,34,131,233,364,12,4,2,2,0,2,1,1,no
41154,F,NY,10901,109,9,10,30,135,165,2,0,0,2,0,0,0,0,no
41155,F,NY,11010,110,21,23,21,252,273,1,0,0,0,0,0,1,0,no
41156,M,MA,2124,21,35,18,88,233,321,8,2,1,3,0,1,1,0,no
41157,F,NJ,7013,70,11,11,24,227,251,2,1,1,0,0,0,0,0,no
41158,F,NY,14031,140,17,22,18,212,230,1,0,0,1,0,0,0,0,no
41159,F,NY,14068,140,41,15,59,237,296,5,1,1,2,0,0,1,0,no
41160,M,MA,1864,18,27,23,49,290,339,4,2,0,1,1,0,0,0,no
41161,M,DC,20019,200,55,16,151,159,310,12,1,1,1,3,0,2,4,no
41162,M,MA,2168,21,39,17,139,112,251,12,1,1,5,3,0,1,1,no
41163,F,NJ,7940,79,25,24,31,155,186,2,0,0,0,0,1,0,1,no
41164,F,NY,11234,112,31,12,65,204,269,5,2,0,0,0,2,0,1,no
41165,F,NH,3848,38,9,13,15,98,113,1,1,0,0,0,0,0,0,no
41166,M,MD,21093,210,15,15,32,298,330,2,0,0,1,0,0,1,0,no
41167,F,CT,6378,63,21,21,32,168,200,2,0,0,0,0,1,0,1,no
41168,F,NJ,8070,80,15,19,16,272,288,1,0,0,1,0,0,0,0,no
41169,M,NY,11553,115,19,13,61,117,178,5,1,1,0,1,1,1,0,no
41170,M,NJ,8757,87,35,18,71,81,152,6,4,0,0,2,0,0,0,no
41171,F,NH,3264,32,27,13,32,295,327,3,1,1,1,0,0,0,0,no
41172,M,MA,1821,18,33,17,41,140,181,4,3,1,0,0,0,0,0,no
41173,F,MA,1834,18,9,12,19,96,115,1,1,0,0,0,0,0,0,no
41174,F,NY,10583,105,21,17,29,169,198,2,1,0,1,0,0,0,0,no
41175,F,NY,11215,112,25,21,36,135,171,3,1,0,1,1,0,0,0,no
41176,F,NY,13021,130,29,8,89,253,342,8,1,2,5,0,0,0,0,no
41177,F,NY,11003,110,9,13,15,289,304,1,0,0,1,0,0,0,0,no
41178,F,PA,17110,171,7,7,29,57,86,2,1,1,0,0,0,0,0,yes
41179,F,MA,1085,10,51,6,138,259,397,12,2,1,5,1,1,0,2,no
41180,M,PA,19073,190,65,9,131,257,388,11,3,0,1,4,0,1,2,no
41181,M,NY,10512,105,47,14,132,45,177,11,1,3,4,1,0,1,1,no
41182,F,NJ,7843,78,11,14,16,266,282,1,0,0,1,0,0,0,0,no
41183,F,NY,11554,115,15,13,27,184,211,2,0,1,1,0,0,0,0,no
41184,M,CT,6897,68,33,19,62,258,320,5,1,0,0,1,1,0,2,no
41185,F,NJ,8302,83,7,12,19,253,272,1,0,1,0,0,0,0,0,no
41186,F,VT,5445,54,11,15,18,141,159,1,0,1,0,0,0,0,0,no
41187,F,NY,11797,117,25,15,41,290,331,3,0,0,2,0,0,1,0,no
41188,M,NY,11790,117,13,8,31,170,201,2,1,0,1,0,0,0,0,no
41189,F,NJ,7735,77,15,14,33,49,82,2,0,0,1,0,1,0,0,no
41190,F,MA,1906,19,45,21,129,208,337,11,4,1,4,1,0,1,0,no
41191,F,DE,19808,198,9,6,39,78,117,3,1,0,1,0,0,0,1,no
41192,F,NJ,7043,70,7,9,31,23,54,2,1,0,0,0,0,0,1,no
41193,F,MA,2184,21,41,14,85,202,287,7,2,1,0,1,2,0,1,no
41194,F,NY,10005,100,57,34,126,103,229,11,2,2,3,1,0,0,3,no
41195,M,NJ,8075,80,19,18,31,86,117,2,0,0,1,0,1,0,0,no
41196,F,NY,14228,142,15,20,18,224,242,1,0,0,1,0,0,0,0,no
41197,F,NJ,7866,78,13,16,31,110,141,2,0,0,0,0,1,1,0,no
41198,F,PA,19140,191,9,11,18,130,148,1,0,0,0,0,0,0,1,no
41199,M,NY,11220,112,5,4,25,295,320,2,0,0,2,0,0,0,0,no
41200,F,NH,3060,30,9,13,18,243,261,1,0,0,0,1,0,0,0,no
41201,F,NY,11218,112,11,13,30,142,172,2,0,0,2,0,0,0,0,no
41202,F,PA,15217,152,17,13,35,72,107,3,1,0,1,0,0,0,1,no
41203,F,NY,13903,139,11,7,31,3,34,2,0,0,1,0,0,0,1,no
41204,F,NY,10463,104,17,17,29,243,272,2,0,0,0,1,1,0,0,no
41205,M,NY,10704,107,49,35,73,204,277,6,1,0,1,2,0,0,2,no
41206,F,MA,2067,20,67,8,131,125,256,11,2,1,4,0,0,3,1,yes
41207,F,NJ,7960,79,15,18,15,154,169,1,0,0,1,0,0,0,0,no
41208,M,NY,11520,115,17,15,32,103,135,2,0,0,0,0,0,1,1,no
41209,F,MA,2642,26,31,26,35,199,234,3,1,1,0,1,0,0,0,no
41210,M,ME,4421,44,39,6,119,239,358,10,3,1,4,1,0,0,1,no
41211,M,NJ,8869,88,13,19,20,212,232,1,1,0,0,0,0,0,0,no
41212,F,PA,16053,160,11,16,17,127,144,1,0,1,0,0,0,0,0,yes
41213,F,NY,11367,113,13,18,16,89,105,1,0,0,1,0,0,0,0,no
41214,M,RI,2864,28,37,7,127,293,420,11,5,2,0,1,0,0,3,no
41215,M,MD,20764,207,39,19,86,138,224,7,0,1,1,3,0,0,2,no
41216,M,MA,1887,18,69,36,66,37,103,6,3,0,1,1,1,0,0,no
41217,F,NJ,8904,89,11,15,17,32,49,1,0,0,1,0,0,0,0,no
41218,F,NY,11234,112,9,13,18,74,92,1,1,0,0,0,0,0,0,no
41219,F,PA,19128,191,15,14,30,63,93,2,0,0,1,0,0,1,0,no
41220,F,MA,2631,26,33,35,32,28,60,2,0,0,1,0,0,1,0,no
41221,M,NJ,8876,88,5,6,32,220,252,2,1,0,0,0,0,0,1,yes
41222,F,PA,16651,166,15,15,32,89,121,2,0,0,1,1,0,0,0,no
41223,F,NY,10463,104,5,6,30,113,143,2,1,0,0,0,1,0,0,no
41224,F,NY,12590,125,11,7,32,135,167,2,1,0,0,0,0,0,1,no
41225,F,PA,18950,189,63,13,114,138,252,10,4,0,1,1,1,1,2,yes
41226,M,NY,10471,104,7,11,17,10,27,1,0,0,1,0,0,0,0,no
41227,F,NY,12571,125,29,11,117,61,178,10,1,1,3,1,2,1,1,no
41228,F,NY,14141,141,17,15,30,110,140,2,0,0,0,2,0,0,0,no
41229,M,NY,12051,120,27,14,94,323,417,8,3,0,1,0,1,1,2,no
41230,F,NJ,7920,79,23,25,31,182,213,2,0,1,1,0,0,0,0,no
41231,F,PA,18954,189,33,10,59,241,300,5,1,0,2,0,1,1,0,no
41232,M,PA,15205,152,29,17,48,115,163,4,1,0,1,1,0,1,0,no
41233,F,PA,19114,191,43,11,91,257,348,7,0,0,3,0,0,2,2,no
41234,F,NY,14216,142,13,14,26,122,148,2,0,0,0,2,0,0,0,no
41235,F,PA,19090,190,23,18,27,180,207,2,0,0,1,1,0,0,0,no
41236,M,NJ,7004,70,13,16,18,50,68,1,0,0,0,0,0,0,1,no
41237,F,NY,10983,109,55,36,80,75,155,7,1,1,3,0,1,1,0,no
41238,M,NJ,8043,80,55,12,133,252,385,11,1,1,2,0,2,3,2,no
41239,F,NY,10950,109,29,35,18,147,165,1,0,0,1,0,0,0,0,no
41240,F,NJ,7090,70,23,25,16,150,166,1,1,0,0,0,0,0,0,no
41241,M,NJ,8722,87,11,12,32,266,298,2,1,0,0,0,0,1,0,no
41242,F,PA,19131,191,13,17,20,276,296,1,1,0,0,0,0,0,0,no
41243,F,NJ,7746,77,33,35,21,286,307,1,0,0,1,0,0,0,0,no
41244,F,RI,2861,28,57,32,68,310,378,6,2,0,3,0,0,0,1,no
41245,F,NY,11577,115,61,19,103,111,214,9,1,2,2,0,0,3,1,no
41246,M,RI,2915,29,25,14,40,144,184,3,0,0,2,0,0,1,0,no
41247,M,NJ,7054,70,41,11,104,328,432,9,4,1,2,0,0,1,1,no
41248,M,NY,10703,107,39,13,120,234,354,10,0,1,2,2,2,0,3,no
41249,M,NY,11727,117,51,35,56,111,167,4,0,0,1,1,0,1,1,no
41250,F,RI,2889,28,25,17,55,15,70,4,1,0,1,0,0,1,1,no
41251,F,NJ,7603,76,53,10,108,58,166,9,1,0,3,1,3,0,1,no
41252,F,PA,19119,191,49,19,87,269,356,7,0,0,0,3,3,1,0,no
41253,M,MD,20901,209,59,20,136,203,339,11,0,0,5,2,1,1,2,no
41254,F,NJ,8033,80,47,4,87,87,174,8,2,2,2,1,1,0,0,no
41255,F,MA,2738,27,13,19,17,116,133,1,0,0,0,0,1,0,0,no
41256,M,PA,19106,191,55,35,65,185,250,6,3,0,2,1,0,0,0,no
41257,F,MD,20901,209,13,15,18,205,223,1,0,1,0,0,0,0,0,no
41258,M,PA,19140,191,47,34,60,188,248,5,1,0,0,1,2,1,0,no
41259,F,NY,10930,109,13,16,20,19,39,1,0,0,0,1,0,0,0,no
41260,M,MA,1301,13,39,13,66,23,89,5,0,0,2,0,2,0,1,no
41261,F,CT,6514,65,29,18,38,153,191,3,1,0,1,0,0,1,0,no
41262,M,NY,11692,116,11,11,35,88,123,2,0,0,1,0,0,0,1,no
41263,F,NY,11729,117,13,16,20,96,116,1,0,0,0,0,1,0,0,no
41264,F,NY,11365,113,31,9,130,178,308,11,3,0,4,1,0,1,2,no
41265,F,NJ,7306,73,33,15,108,83,191,9,5,0,1,0,0,2,1,no
41266,F,NY,11558,115,19,17,29,28,57,2,1,0,0,0,0,0,1,no
41267,F,NJ,7728,77,11,14,16,127,143,1,0,0,0,0,0,1,0,no
41268,F,MD,21093,210,41,24,102,154,256,9,3,1,2,1,0,1,1,no
41269,M,NJ,7644,76,29,14,50,24,74,4,0,1,1,0,1,1,0,no
41270,F,NY,11215,112,75,17,139,156,295,12,2,2,3,1,0,1,3,no
41271,F,PA,19029,190,43,14,107,245,352,9,1,1,2,1,0,1,3,no
41272,F,NY,10940,109,15,16,34,214,248,2,0,0,1,0,0,0,1,no
41273,F,NJ,7022,70,41,11,125,44,169,11,3,0,5,1,1,0,1,no
41274,F,PA,19142,191,13,19,19,50,69,1,0,0,0,0,0,0,1,no
41275,M,NY,11224,112,33,8,72,52,124,5,0,0,0,2,0,2,1,no
41276,F,PA,17517,175,5,9,18,272,290,1,0,0,0,0,0,0,1,no
41277,M,NJ,8820,88,43,14,108,56,164,9,3,0,0,1,2,2,1,no
41278,M,NY,12603,126,45,18,64,216,280,6,1,1,4,0,0,0,0,no
41279,M,NY,11717,117,49,11,112,52,164,10,4,0,2,3,0,0,1,no
41280,F,NJ,8012,80,15,7,46,134,180,4,1,1,1,0,1,0,0,no
41281,F,MD,21204,212,23,20,33,179,212,2,0,0,1,0,0,0,1,no
41282,F,NJ,8884,88,11,6,32,218,250,2,0,0,0,0,0,1,1,yes
41283,F,NJ,7701,77,49,7,112,202,314,10,3,0,2,1,3,1,0,no
41284,M,NY,11375,113,37,6,72,63,135,6,1,0,1,2,1,0,1,no
41285,F,MA,2740,27,11,9,26,123,149,2,0,0,2,0,0,0,0,no
41286,F,NY,11363,113,15,20,18,292,310,1,0,0,0,0,1,0,0,no
41287,F,NJ,8731,87,19,16,30,289,319,2,0,1,0,0,1,0,0,no
41288,M,NJ,7109,71,7,4,30,107,137,2,1,0,0,0,0,0,1,yes
41289,M,MD,21087,210,15,7,54,95,149,4,1,0,0,1,0,0,2,no
41290,M,PA,15037,150,37,38,30,59,89,2,1,0,1,0,0,0,0,no
41291,F,NY,14213,142,53,26,80,294,374,7,2,1,2,1,0,0,1,no
41292,M,MD,20854,208,9,9,30,269,299,2,0,0,1,1,0,0,0,no
41293,F,CT,6851,68,39,7,123,229,352,10,1,1,2,0,1,2,3,no
41294,M,MA,1843,18,35,10,71,107,178,6,1,1,2,1,0,0,1,no
41295,F,PA,18017,180,15,19,16,156,172,1,1,0,0,0,0,0,0,no
41296,M,NJ,7675,76,51,29,62,185,247,5,1,1,1,1,1,0,0,no
41297,M,PA,15205,152,41,24,86,229,315,7,0,1,1,1,2,1,1,no
41298,M,MD,20740,207,21,17,27,114,141,2,2,0,0,0,0,0,0,no
41299,F,PA,19131,191,27,11,65,230,295,5,0,0,1,0,1,0,3,no
41300,F,NJ,8033,80,13,13,32,261,293,2,0,0,1,0,0,0,1,no
41301,F,MD,21128,211,25,7,73,123,196,7,3,1,3,0,0,0,0,yes
41302,F,PA,19152,191,17,21,21,128,149,1,0,0,0,0,0,1,0,no
41303,F,MD,21117,211,15,12,29,296,325,2,0,0,1,0,1,0,0,no
41304,M,NJ,7928,79,7,6,31,146,177,2,1,0,1,0,0,0,0,no
41305,F,PA,18505,185,19,17,31,210,241,2,0,1,1,0,0,0,0,no
41306,M,NJ,8861,88,25,11,54,238,292,5,3,0,1,1,0,0,0,no
41307,F,CT,6106,61,19,21,28,273,301,2,1,0,1,0,0,0,0,no
41308,F,NY,10024,100,29,28,29,191,220,2,0,0,1,0,1,0,0,no
41309,F,DC,20020,200,5,5,32,210,242,2,0,0,1,0,0,0,1,no
41310,F,NY,11226,112,17,14,32,165,197,2,1,0,0,0,0,0,1,no
41311,M,NY,11791,117,1,7,18,11,29,1,0,0,0,0,0,0,1,no
41312,F,NJ,7011,70,41,15,100,40,140,9,2,2,2,1,1,1,0,no
41313,M,MD,21236,212,57,11,135,312,447,12,5,1,4,2,0,0,0,no
41314,M,NY,11801,118,25,29,16,43,59,1,0,0,0,0,0,0,1,no
41315,M,NY,10541,105,19,19,28,140,168,2,1,0,1,0,0,0,0,no
41316,F,MA,2184,21,49,14,94,310,404,8,1,1,2,2,0,1,1,no
41317,F,NJ,8854,88,9,9,25,225,250,2,1,0,1,0,0,0,0,no
41318,M,NY,11530,115,11,15,17,44,61,1,0,0,0,0,0,0,1,no
41319,M,NJ,8527,85,27,13,54,134,188,5,2,0,3,0,0,0,0,no
41320,M,CT,6516,65,11,8,33,239,272,2,0,0,0,0,0,0,2,yes
41321,F,NJ,7087,70,17,19,28,123,151,2,0,0,0,1,1,0,0,no
41322,F,PA,19050,190,29,29,33,281,314,2,1,0,0,0,0,1,0,no
41323,M,NY,11203,112,29,11,63,163,226,5,0,1,1,1,0,0,2,no
41324,M,MA,2169,21,9,9,29,60,89,2,1,0,0,1,0,0,0,no
41325,F,DE,19958,199,31,16,59,89,148,4,0,0,0,0,0,3,1,yes
41326,F,PA,15221,152,19,18,31,96,127,2,0,0,1,0,1,0,0,no
41327,M,PA,19111,191,5,6,32,274,306,2,0,0,0,0,1,0,1,no
41328,M,NJ,8010,80,15,19,17,216,233,1,0,0,0,1,0,0,0,no
41329,M,PA,17350,173,23,12,47,63,110,3,0,0,1,0,1,0,1,yes
41330,F,CT,6812,68,35,13,84,256,340,7,1,0,3,0,1,1,1,no
41331,F,NY,14227,142,17,21,20,130,150,1,0,0,0,0,0,0,1,no
41332,F,NJ,8817,88,5,7,17,229,246,1,1,0,0,0,0,0,0,no
41333,F,PA,19454,194,15,17,30,6,36,2,1,0,0,1,0,0,0,no
41334,F,NJ,8701,87,29,35,19,249,268,1,1,0,0,0,0,0,0,no
41335,M,NY,11214,112,35,37,25,83,108,2,1,1,0,0,0,0,0,no
41336,F,NJ,7028,70,31,35,29,36,65,2,0,0,2,0,0,0,0,no
41337,F,NJ,7470,74,29,16,50,221,271,4,1,3,0,0,0,0,0,no
41338,M,NY,11561,115,29,12,105,207,312,9,2,1,2,1,1,1,1,no
41339,F,VT,5753,57,53,31,84,137,221,7,4,0,2,0,0,0,1,no
41340,M,NY,10962,109,19,21,21,157,178,1,0,0,0,1,0,0,0,no
41341,F,PA,19438,194,15,18,30,16,46,2,1,0,0,0,1,0,0,no
